"ensembl_gene_id" "gene_name"
"ENSG00000253535" ""
"ENSG00000134028" "ADAMDEC1"
"ENSG00000082512" "TRAF5"
"ENSG00000189316" ""
"ENSG00000198039" "ZNF273"
"ENSG00000182985" "CADM1"
"ENSG00000259343" "TMC3-AS1"
"ENSG00000172345" "STARD5"
"ENSG00000287674" ""
"ENSG00000124226" "RNF114"
"ENSG00000185633" "NDUFA4L2"
"ENSG00000071575" "TRIB2"
"ENSG00000288591" ""
"ENSG00000111490" "TBC1D30"
"ENSG00000099995" "SF3A1"
"ENSG00000187860" "CCDC157"
"ENSG00000177885" "GRB2"
"ENSG00000265987" ""
"ENSG00000111276" "CDKN1B"
"ENSG00000181458" "TMEM45A"
"ENSG00000259700" ""
"ENSG00000103995" "CEP152"
"ENSG00000279227" ""
"ENSG00000235066" ""
"ENSG00000125633" "CCDC93"
"ENSG00000141385" "AFG3L2"
"ENSG00000152127" "MGAT5"
"ENSG00000148396" "SEC16A"
"ENSG00000226954" ""
"ENSG00000147642" "SYBU"
"ENSG00000234717" "TMEM212-AS1"
"ENSG00000186329" "TMEM212"
"ENSG00000161558" "TMEM143"
"ENSG00000105467" "SYNGR4"
"ENSG00000136930" "PSMB7"
"ENSG00000136848" "DAB2IP"
"ENSG00000267056" ""
"ENSG00000125741" "OPA3"
"ENSG00000157538" "VPS26C"
"ENSG00000272948" ""
"ENSG00000128815" "WDFY4"
"ENSG00000233665" ""
"ENSG00000239921" "LINC01471"
"ENSG00000282975" "LINC02034"
"ENSG00000227172" ""
"ENSG00000241127" "YAE1"
"ENSG00000105996" "HOXA2"
"ENSG00000143549" "TPM3"
"ENSG00000136810" "TXN"
"ENSG00000197386" "HTT"
"ENSG00000196092" "PAX5"
"ENSG00000157483" "MYO1E"
"ENSG00000153237" "CCDC148"
"ENSG00000144283" "PKP4"
"ENSG00000155093" "PTPRN2"
"ENSG00000163623" "NKX6-1"
"ENSG00000237372" "UNQ6494"
"ENSG00000177125" "ZBTB34"
"ENSG00000109133" "TMEM33"
"ENSG00000249771" ""
"ENSG00000174521" "TTC9B"
"ENSG00000141569" "TRIM65"
"ENSG00000267342" ""
"ENSG00000204839" "MROH6"
"ENSG00000198885" "ITPRIPL1"
"ENSG00000173821" "RNF213"
"ENSG00000148082" "SHC3"
"ENSG00000240230" "COX19"
"ENSG00000105963" "ADAP1"
"ENSG00000255730" ""
"ENSG00000142046" "TMEM91"
"ENSG00000123810" "B9D2"
"ENSG00000288701" "PRRC2B"
"ENSG00000005007" "UPF1"
"ENSG00000100605" "ITPK1"
"ENSG00000258730" "ITPK1-AS1"
"ENSG00000150867" "PIP4K2A"
"ENSG00000065882" "TBC1D1"
"ENSG00000101665" "SMAD7"
"ENSG00000071243" "ING3"
"ENSG00000130748" "TMEM160"
"ENSG00000106976" "DNM1"
"ENSG00000170681" "CAVIN4"
"ENSG00000073331" "ALPK1"
"ENSG00000188152" "NUTM2G"
"ENSG00000196312" "MFSD14C"
"ENSG00000162711" "NLRP3"
"ENSG00000262075" "DKFZP434A062"
"ENSG00000160360" "GPSM1"
"ENSG00000072310" "SREBF1"
"ENSG00000255585" ""
"ENSG00000181090" "EHMT1"
"ENSG00000189171" "S100A13"
"ENSG00000271853" ""
"ENSG00000160678" "S100A1"
"ENSG00000169071" "ROR2"
"ENSG00000160766" "GBAP1"
"ENSG00000167011" "NAT16"
"ENSG00000278259" "MYO19"
"ENSG00000110400" "NECTIN1"
"ENSG00000254854" ""
"ENSG00000143847" "PPFIA4"
"ENSG00000197785" "ATAD3A"
"ENSG00000138311" "ZNF365"
"ENSG00000285837" ""
"ENSG00000214290" "COLCA2"
"ENSG00000040731" "CDH10"
"ENSG00000148737" "TCF7L2"
"ENSG00000148498" "PARD3"
"ENSG00000112078" "KCTD20"
"ENSG00000179165" "PXT1"
"ENSG00000055070" "SZRD1"
"ENSG00000122378" "PRXL2A"
"ENSG00000288044" ""
"ENSG00000286825" ""
"ENSG00000196357" "ZNF565"
"ENSG00000167635" "ZNF146"
"ENSG00000126226" "PCID2"
"ENSG00000139842" "CUL4A"
"ENSG00000287253" ""
"ENSG00000170162" "VGLL2"
"ENSG00000171608" "PIK3CD"
"ENSG00000179840" "PIK3CD-AS1"
"ENSG00000118407" "FILIP1"
"ENSG00000197385" "ZNF860"
"ENSG00000144645" "OSBPL10"
"ENSG00000148377" "IDI2"
"ENSG00000232656" "IDI2-AS1"
"ENSG00000188042" "ARL4C"
"ENSG00000164877" "MICALL2"
"ENSG00000204843" "DCTN1"
"ENSG00000196235" "SUPT5H"
"ENSG00000229953" ""
"ENSG00000156140" "ADAMTS3"
"ENSG00000238057" "ZEB2-AS1"
"ENSG00000275372" ""
"ENSG00000226321" "CROCC2"
"ENSG00000162366" "PDZK1IP1"
"ENSG00000261318" "DIS3L-AS1"
"ENSG00000166938" "DIS3L"
"ENSG00000231764" "DLX6-AS1"
"ENSG00000284321" "MIR124-1"
"ENSG00000223442" "TH2LCRR"
"ENSG00000169194" "IL13"
"ENSG00000171403" "KRT9"
"ENSG00000145730" "PAM"
"ENSG00000100031" "GGT1"
"ENSG00000136158" "SPRY2"
"ENSG00000154065" "ANKRD29"
"ENSG00000171310" "CHST11"
"ENSG00000162511" "LAPTM5"
"ENSG00000126214" "KLC1"
"ENSG00000256500" ""
"ENSG00000256053" "COA8"
"ENSG00000166170" "BAG5"
"ENSG00000259986" ""
"ENSG00000166503" "HDGFL3"
"ENSG00000187553" "CYP26C1"
"ENSG00000226425" ""
"ENSG00000170579" "DLGAP1"
"ENSG00000124831" "LRRFIP1"
"ENSG00000255435" ""
"ENSG00000149582" "TMEM25"
"ENSG00000168040" "FADD"
"ENSG00000119771" "KLHL29"
"ENSG00000187605" "TET3"
"ENSG00000172757" "CFL1"
"ENSG00000172803" "SNX32"
"ENSG00000258670" ""
"ENSG00000179008" "C14orf39"
"ENSG00000130762" "ARHGEF16"
"ENSG00000221817" "PPP3CB-AS1"
"ENSG00000107758" "PPP3CB"
"ENSG00000082213" "C5orf22"
"ENSG00000113360" "DROSHA"
"ENSG00000165914" "TTC7B"
"ENSG00000153187" "HNRNPU"
"ENSG00000072803" "FBXW11"
"ENSG00000168546" "GFRA2"
"ENSG00000147676" "MAL2"
"ENSG00000197558" "SSPOP"
"ENSG00000196943" "NOP9"
"ENSG00000136305" "CIDEB"
"ENSG00000213906" "LTB4R2"
"ENSG00000100629" "CEP128"
"ENSG00000165409" "TSHR"
"ENSG00000253304" "TMEM200B"
"ENSG00000100599" "RIN3"
"ENSG00000090316" "MAEA"
"ENSG00000198836" "OPA1"
"ENSG00000135390" "ATP5MC2"
"ENSG00000270607" "NAV2-AS6"
"ENSG00000166833" "NAV2"
"ENSG00000146530" "VWDE"
"ENSG00000230530" "LIMD1-AS1"
"ENSG00000144791" "LIMD1"
"ENSG00000153814" "JAZF1"
"ENSG00000259976" ""
"ENSG00000284134" "MIR568"
"ENSG00000181722" "ZBTB20"
"ENSG00000152977" "ZIC1"
"ENSG00000075292" "ZNF638"
"ENSG00000250254" "PTTG2"
"ENSG00000133313" "CNDP2"
"ENSG00000133863" "TEX15"
"ENSG00000188822" "CNR2"
"ENSG00000169760" "NLGN1"
"ENSG00000267221" "C17orf113"
"ENSG00000187595" "ZNF385C"
"ENSG00000144036" "EXOC6B"
"ENSG00000169836" "TACR3"
"ENSG00000182168" "UNC5C"
"ENSG00000271474" "UNC5C-AS1"
"ENSG00000198176" "TFDP1"
"ENSG00000145214" "DGKQ"
"ENSG00000118046" "STK11"
"ENSG00000103550" "KNOP1"
"ENSG00000174628" "IQCK"
"ENSG00000072786" "STK10"
"ENSG00000121764" "HCRTR1"
"ENSG00000065485" "PDIA5"
"ENSG00000084092" "NOA1"
"ENSG00000047315" "POLR2B"
"ENSG00000127564" "PKMYT1"
"ENSG00000146535" "GNA12"
"ENSG00000135638" "EMX1"
"ENSG00000250073" ""
"ENSG00000149564" "ESAM"
"ENSG00000162804" "SNED1"
"ENSG00000009954" "BAZ1B"
"ENSG00000104369" "JPH1"
"ENSG00000005700" "IBTK"
"ENSG00000160460" "SPTBN4"
"ENSG00000128294" "TPST2"
"ENSG00000170390" "DCLK2"
"ENSG00000261335" ""
"ENSG00000025708" "TYMP"
"ENSG00000177989" "ODF3B"
"ENSG00000159674" "SPON2"
"ENSG00000280927" "CTBP1-AS"
"ENSG00000285424" ""
"ENSG00000213096" "ZNF254"
"ENSG00000158089" "GALNT14"
"ENSG00000131378" "RFTN1"
"ENSG00000057663" "ATG5"
"ENSG00000273032" "DGCR5"
"ENSG00000157657" "ZNF618"
"ENSG00000269859" "ZNF628-DT"
"ENSG00000197483" "ZNF628"
"ENSG00000229666" "MAST4-AS1"
"ENSG00000249906" ""
"ENSG00000250310" ""
"ENSG00000108001" "EBF3"
"ENSG00000285906" ""
"ENSG00000067057" "PFKP"
"ENSG00000246523" "FZD4-DT"
"ENSG00000135250" "SRPK2"
"ENSG00000213361" ""
"ENSG00000112685" "EXOC2"
"ENSG00000196498" "NCOR2"
"ENSG00000262304" ""
"ENSG00000196689" "TRPV1"
"ENSG00000040608" "RTN4R"
"ENSG00000078902" "TOLLIP"
"ENSG00000160014" "CALM3"
"ENSG00000130640" "TUBGCP2"
"ENSG00000258077" ""
"ENSG00000185652" "NTF3"
"ENSG00000169750" "RAC3"
"ENSG00000173638" "SLC19A1"
"ENSG00000236213" ""
"ENSG00000231689" "LINC01090"
"ENSG00000144366" "GULP1"
"ENSG00000008513" "ST3GAL1"
"ENSG00000126259" "KIRREL2"
"ENSG00000161270" "NPHS1"
"ENSG00000176986" "SEC24C"
"ENSG00000279689" ""
"ENSG00000196968" "FUT11"
"ENSG00000136193" "SCRN1"
"ENSG00000227014" "FKBP14-AS1"
"ENSG00000183624" "HMCES"
"ENSG00000198055" "GRK6"
"ENSG00000159433" "STARD9"
"ENSG00000250424" ""
"ENSG00000240583" "AQP1"
"ENSG00000120440" "TTLL2"
"ENSG00000258413" ""
"ENSG00000110975" "SYT10"
"ENSG00000078687" "TNRC6C"
"ENSG00000288553" ""
"ENSG00000171094" "ALK"
"ENSG00000106018" "VIPR2"
"ENSG00000119938" "PPP1R3C"
"ENSG00000145555" "MYO10"
"ENSG00000138430" "OLA1"
"ENSG00000172893" "DHCR7"
"ENSG00000197020" "ZNF100"
"ENSG00000109101" "FOXN1"
"ENSG00000225521" "SNED1-AS1"
"ENSG00000198876" "DCAF12"
"ENSG00000236409" "NRADDP"
"ENSG00000284048" ""
"ENSG00000284691" ""
"ENSG00000142937" "RPS8"
"ENSG00000200913" "SNORD46"
"ENSG00000202031" "SNORD38A"
"ENSG00000225721" ""
"ENSG00000127184" "COX7C"
"ENSG00000237827" "RPS15AP29"
"ENSG00000076685" "NT5C2"
"ENSG00000159023" "EPB41"
"ENSG00000148331" "ASB6"
"ENSG00000104856" "RELB"
"ENSG00000226281" ""
"ENSG00000157224" "CLDN12"
"ENSG00000273299" ""
"ENSG00000182667" "NTM"
"ENSG00000134461" "ANKRD16"
"ENSG00000240180" "RPL12P28"
"ENSG00000241828" ""
"ENSG00000173262" "SLC2A14"
"ENSG00000087076" "HSD17B14"
"ENSG00000105559" "PLEKHA4"
"ENSG00000167173" "C15orf39"
"ENSG00000279660" ""
"ENSG00000265445" ""
"ENSG00000109099" "PMP22"
"ENSG00000229424" ""
"ENSG00000256100" ""
"ENSG00000167770" "OTUB1"
"ENSG00000145248" "SLC10A4"
"ENSG00000132334" "PTPRE"
"ENSG00000260267" ""
"ENSG00000140691" "ARMC5"
"ENSG00000156170" "NDUFAF6"
"ENSG00000169696" "ASPSCR1"
"ENSG00000157881" "PANK4"
"ENSG00000174903" "RAB1B"
"ENSG00000174996" "KLC2"
"ENSG00000167216" "KATNAL2"
"ENSG00000221953" "C1orf229"
"ENSG00000257622" ""
"ENSG00000184916" "JAG2"
"ENSG00000108106" "UBE2S"
"ENSG00000178951" "ZBTB7A"
"ENSG00000071246" "VASH1"
"ENSG00000227527" ""
"ENSG00000198815" "FOXJ3"
"ENSG00000161249" "DMKN"
"ENSG00000132879" "FBXO44"
"ENSG00000116661" "FBXO2"
"ENSG00000064042" "LIMCH1"
"ENSG00000142227" "EMP3"
"ENSG00000237686" "SCIRT"
"ENSG00000231881" ""
"ENSG00000230623" ""
"ENSG00000229867" "STEAP3-AS1"
"ENSG00000115107" "STEAP3"
"ENSG00000105605" "CACNG7"
"ENSG00000162399" "BSND"
"ENSG00000242802" "AP5Z1"
"ENSG00000165816" "VWA2"
"ENSG00000183496" "MEX3B"
"ENSG00000104826" "LHB"
"ENSG00000268655" ""
"ENSG00000115085" "ZAP70"
"ENSG00000259112" "NDUFC2-KCTD14"
"ENSG00000151366" "NDUFC2"
"ENSG00000176853" "FAM91A1"
"ENSG00000167178" "ISLR2"
"ENSG00000285644" ""
"ENSG00000110619" "CARS1"
"ENSG00000185359" "HGS"
"ENSG00000144118" "RALB"
"ENSG00000273328" ""
"ENSG00000273291" ""
"ENSG00000240747" "KRBOX1"
"ENSG00000144648" "ACKR2"
"ENSG00000180432" "CYP8B1"
"ENSG00000196712" "NF1"
"ENSG00000126860" "EVI2A"
"ENSG00000075275" "CELSR1"
"ENSG00000135632" "SMYD5"
"ENSG00000156973" "PDE6D"
"ENSG00000144524" "COPS7B"
"ENSG00000199015" "MIR377"
"ENSG00000255248" "MIR100HG"
"ENSG00000207971" "MIR125B1"
"ENSG00000286240" ""
"ENSG00000197122" "SRC"
"ENSG00000100012" "SEC14L3"
"ENSG00000175711" "B3GNTL1"
"ENSG00000072832" "CRMP1"
"ENSG00000214174" "AMZ2P1"
"ENSG00000179588" "ZFPM1"
"ENSG00000112787" "FBRSL1"
"ENSG00000286132" ""
"ENSG00000214189" "ZNF788P"
"ENSG00000109686" "SH3D19"
"ENSG00000162722" "TRIM58"
"ENSG00000117525" "F3"
"ENSG00000116786" "PLEKHM2"
"ENSG00000172818" "OVOL1"
"ENSG00000135750" "KCNK1"
"ENSG00000206579" "XKR4"
"ENSG00000133243" "BTBD2"
"ENSG00000077585" "GPR137B"
"ENSG00000137507" "LRRC32"
"ENSG00000165548" "TMEM63C"
"ENSG00000259164" ""
"ENSG00000198252" "STYX"
"ENSG00000100207" "TCF20"
"ENSG00000179915" "NRXN1"
"ENSG00000141458" "NPC1"
"ENSG00000079931" "MOXD1"
"ENSG00000141579" "ZNF750"
"ENSG00000105974" "CAV1"
"ENSG00000233868" "LLPHP3"
"ENSG00000138639" "ARHGAP24"
"ENSG00000181218" "H2AW"
"ENSG00000196890" "H2BU1"
"ENSG00000158711" "ELK4"
"ENSG00000267419" "ZNF56"
"ENSG00000081665" "ZNF506"
"ENSG00000267581" ""
"ENSG00000133706" "LARS1"
"ENSG00000264364" "DYNLL2"
"ENSG00000167460" "TPM4"
"ENSG00000236651" "DLX2-DT"
"ENSG00000256824" ""
"ENSG00000126500" "FLRT1"
"ENSG00000110881" "ASIC1"
"ENSG00000284839" ""
"ENSG00000154678" "PDE1C"
"ENSG00000043039" "BARX2"
"ENSG00000124602" "UNC5CL"
"ENSG00000144560" "VGLL4"
"ENSG00000109332" "UBE2D3"
"ENSG00000246560" "UBE2D3-AS1"
"ENSG00000244578" "LINC01391"
"ENSG00000175832" "ETV4"
"ENSG00000067596" "DHX8"
"ENSG00000167210" "LOXHD1"
"ENSG00000068831" "RASGRP2"
"ENSG00000196247" "ZNF107"
"ENSG00000282728" "PGR-AS1"
"ENSG00000247345" ""
"ENSG00000230258" ""
"ENSG00000153822" "KCNJ16"
"ENSG00000161921" "CXCL16"
"ENSG00000141497" "ZMYND15"
"ENSG00000204398" ""
"ENSG00000111319" "SCNN1A"
"ENSG00000111321" "LTBR"
"ENSG00000106070" "GRB10"
"ENSG00000262730" ""
"ENSG00000170049" "KCNAB3"
"ENSG00000087086" "FTL"
"ENSG00000102755" "FLT1"
"ENSG00000229385" "CTNNA2-AS1"
"ENSG00000066032" "CTNNA2"
"ENSG00000139083" "ETV6"
"ENSG00000268746" ""
"ENSG00000024422" "EHD2"
"ENSG00000148346" "LCN2"
"ENSG00000167642" "SPINT2"
"ENSG00000181867" "FTMT"
"ENSG00000146757" "ZNF92"
"ENSG00000141858" "SAMD1"
"ENSG00000197757" "HOXC6"
"ENSG00000204262" "COL5A2"
"ENSG00000234608" "MAPKAPK5-AS1"
"ENSG00000089022" "MAPKAPK5"
"ENSG00000170382" "LRRN2"
"ENSG00000131016" "AKAP12"
"ENSG00000164746" "C7orf57"
"ENSG00000003137" "CYP26B1"
"ENSG00000110484" "SCGB2A2"
"ENSG00000174365" "SNHG11"
"ENSG00000103888" "CEMIP"
"ENSG00000164896" "FASTK"
"ENSG00000164897" "TMUB1"
"ENSG00000280409" "LINC01101"
"ENSG00000149557" "FEZ1"
"ENSG00000080823" "MOK"
"ENSG00000169641" "LUZP1"
"ENSG00000119772" "DNMT3A"
"ENSG00000145863" "GABRA6"
"ENSG00000145864" "GABRB2"
"ENSG00000163958" "ZDHHC19"
"ENSG00000242911" ""
"ENSG00000239589" "LINC00879"
"ENSG00000187686" "KRT18P59"
"ENSG00000150433" "TMEM218"
"ENSG00000264031" "ABHD15-AS1"
"ENSG00000108262" "GIT1"
"ENSG00000198720" "ANKRD13B"
"ENSG00000264647" ""
"ENSG00000273559" "CWC25"
"ENSG00000274054" "MIR4727"
"ENSG00000131389" "SLC6A6"
"ENSG00000197555" "SIPA1L1"
"ENSG00000124532" "MRS2"
"ENSG00000138134" "STAMBPL1"
"ENSG00000269019" "HOMER3-AS1"
"ENSG00000051128" "HOMER3"
"ENSG00000203485" "INF2"
"ENSG00000250208" "FZD10-AS1"
"ENSG00000182175" "RGMA"
"ENSG00000141456" "PELP1"
"ENSG00000235085" ""
"ENSG00000154832" "CXXC1"
"ENSG00000141644" "MBD1"
"ENSG00000129757" "CDKN1C"
"ENSG00000198218" "QRICH1"
"ENSG00000178035" "IMPDH2"
"ENSG00000215788" "TNFRSF25"
"ENSG00000113916" "BCL6"
"ENSG00000177679" "SRRM3"
"ENSG00000067082" "KLF6"
"ENSG00000196167" "COLCA1"
"ENSG00000010295" "IFFO1"
"ENSG00000171552" "BCL2L1"
"ENSG00000115844" "DLX2"
"ENSG00000226471" ""
"ENSG00000181472" "ZBTB2"
"ENSG00000262165" "C17orf114"
"ENSG00000129219" "PLD2"
"ENSG00000161217" "PCYT1A"
"ENSG00000272741" ""
"ENSG00000278896" ""
"ENSG00000102445" "RUBCNL"
"ENSG00000068079" "IFI35"
"ENSG00000182022" "CHST15"
"ENSG00000228144" ""
"ENSG00000155957" "TMBIM4"
"ENSG00000205744" "DENND1C"
"ENSG00000113303" "BTNL8"
"ENSG00000275004" "ZNF280B"
"ENSG00000151240" "DIP2C"
"ENSG00000153531" "ADPRHL1"
"ENSG00000100346" "CACNA1I"
"ENSG00000196141" "SPATS2L"
"ENSG00000287299" ""
"ENSG00000264511" "MIR3678"
"ENSG00000144810" "COL8A1"
"ENSG00000213076" ""
"ENSG00000285674" "5S_rRNA"
"ENSG00000171017" "LRRC8E"
"ENSG00000204237" "OXLD1"
"ENSG00000185298" "CCDC137"
"ENSG00000163121" "NEURL3"
"ENSG00000253210" ""
"ENSG00000105339" "DENND3"
"ENSG00000259814" ""
"ENSG00000259300" "TUBBP8"
"ENSG00000162777" "DENND2D"
"ENSG00000064886" "CHI3L2"
"ENSG00000255618" "LINC02440"
"ENSG00000116991" "SIPA1L2"
"ENSG00000225968" "ELFN1"
"ENSG00000286675" ""
"ENSG00000215045" "GRID2IP"
"ENSG00000163132" "MSX1"
"ENSG00000143850" "PLEKHA6"
"ENSG00000285629" ""
"ENSG00000116254" "CHD5"
"ENSG00000105088" "OLFM2"
"ENSG00000171159" "C9orf16"
"ENSG00000008083" "JARID2"
"ENSG00000134775" "FHOD3"
"ENSG00000134508" "CABLES1"
"ENSG00000110917" "MLEC"
"ENSG00000187672" "ERC2"
"ENSG00000204104" "TRAF3IP1"
"ENSG00000134042" "MRO"
"ENSG00000253308" ""
"ENSG00000253405" "EVX1-AS"
"ENSG00000106038" "EVX1"
"ENSG00000235126" ""
"ENSG00000229912" ""
"ENSG00000235530" ""
"ENSG00000178307" "TMEM11"
"ENSG00000265055" ""
"ENSG00000237854" "LINC00674"
"ENSG00000066322" "ELOVL1"
"ENSG00000150051" "MKX"
"ENSG00000075891" "PAX2"
"ENSG00000268854" ""
"ENSG00000161671" "EMC10"
"ENSG00000138780" "GSTCD"
"ENSG00000138785" "INTS12"
"ENSG00000101115" "SALL4"
"ENSG00000059804" "SLC2A3"
"ENSG00000285188" ""
"ENSG00000105650" "PDE4C"
"ENSG00000188277" "C15orf62"
"ENSG00000104129" "DNAJC17"
"ENSG00000122584" "NXPH1"
"ENSG00000129158" "SERGEF"
"ENSG00000255448" ""
"ENSG00000128536" "CDHR3"
"ENSG00000132003" "ZSWIM4"
"ENSG00000269707" ""
"ENSG00000165806" "CASP7"
"ENSG00000245156" ""
"ENSG00000254452" ""
"ENSG00000174871" "CNIH2"
"ENSG00000228323" "MYADM-AS1"
"ENSG00000179820" "MYADM"
"ENSG00000260861" ""
"ENSG00000101307" "SIRPB1"
"ENSG00000171848" "RRM2"
"ENSG00000172428" "COPS9"
"ENSG00000251088" ""
"ENSG00000230301" "OR5H6"
"ENSG00000285205" ""
"ENSG00000188493" "C19orf54"
"ENSG00000077312" "SNRPA"
"ENSG00000281358" "RASSF1-AS1"
"ENSG00000068028" "RASSF1"
"ENSG00000113296" "THBS4"
"ENSG00000249825" "THBS4-AS1"
"ENSG00000163734" "CXCL3"
"ENSG00000286701" ""
"ENSG00000221176" "MIR1207"
"ENSG00000160055" "TMEM234"
"ENSG00000084623" "EIF3I"
"ENSG00000251680" ""
"ENSG00000198108" "CHSY3"
"ENSG00000131650" "KREMEN2"
"ENSG00000162073" "PAQR4"
"ENSG00000157985" "AGAP1"
"ENSG00000132744" "ACY3"
"ENSG00000248092" "NNT-AS1"
"ENSG00000112992" "NNT"
"ENSG00000251287" "ALG1L2"
"ENSG00000249846" "LINC02021"
"ENSG00000253540" "FAM86HP"
"ENSG00000258643" "BCL2L2-PABPN1"
"ENSG00000100836" "PABPN1"
"ENSG00000225330" ""
"ENSG00000183778" "B3GALT5"
"ENSG00000132669" "RIN2"
"ENSG00000267123" "SCAT1"
"ENSG00000139344" "AMDHD1"
"ENSG00000142611" "PRDM16"
"ENSG00000287975" ""
"ENSG00000136717" "BIN1"
"ENSG00000225493" "LINC01107"
"ENSG00000064393" "HIPK2"
"ENSG00000258484" "SPESP1"
"ENSG00000140350" "ANP32A"
"ENSG00000248727" "LINC01948"
"ENSG00000002745" "WNT16"
"ENSG00000232973" "CYP1B1-AS1"
"ENSG00000128274" "A4GALT"
"ENSG00000197261" "C6orf141"
"ENSG00000011275" "RNF216"
"ENSG00000068024" "HDAC4"
"ENSG00000273148" "LINC00653"
"ENSG00000179935" "LINC00652"
"ENSG00000171475" "WIPF2"
"ENSG00000158882" "TOMM40L"
"ENSG00000284035" "MIR5187"
"ENSG00000108469" "RECQL5"
"ENSG00000204323" "SMIM5"
"ENSG00000124067" "SLC12A4"
"ENSG00000230461" "PROX1-AS1"
"ENSG00000168300" "PCMTD1"
"ENSG00000183475" "ASB7"
"ENSG00000165496" "RPL10L"
"ENSG00000158458" "NRG2"
"ENSG00000109255" "NMU"
"ENSG00000259394" ""
"ENSG00000137672" "TRPC6"
"ENSG00000254506" ""
"ENSG00000162434" "JAK1"
"ENSG00000198931" "APRT"
"ENSG00000124496" "TRERF1"
"ENSG00000088179" "PTPN4"
"ENSG00000131096" "PYY"
"ENSG00000124788" "ATXN1"
"ENSG00000111666" "CHPT1"
"ENSG00000061938" "TNK2"
"ENSG00000116138" "DNAJC16"
"ENSG00000132906" "CASP9"
"ENSG00000144504" "ANKMY1"
"ENSG00000188542" "DUSP28"
"ENSG00000141551" "CSNK1D"
"ENSG00000275888" ""
"ENSG00000198846" "TOX"
"ENSG00000167912" ""
"ENSG00000244086" ""
"ENSG00000249628" "LINC00942"
"ENSG00000257084" "MIR200CHG"
"ENSG00000207713" "MIR200C"
"ENSG00000207708" "MIR141"
"ENSG00000271969" ""
"ENSG00000181396" "OGFOD3"
"ENSG00000154118" "JPH3"
"ENSG00000104731" "KLHDC4"
"ENSG00000226180" ""
"ENSG00000173548" "SNX33"
"ENSG00000177971" "IMP3"
"ENSG00000179284" "DAND5"
